Province/State,Country/Region,Lat,Long,Dia-90,Dia-89,Dia-88,Dia-87,Dia-86,Dia-85,Dia-84,Dia-83,Dia-82,Dia-81,Dia-80,Dia-79,Dia-78,Dia-77,Dia-76,Dia-75,Dia-74,Dia-73,Dia-72,Dia-71,Dia-70,Dia-69,Dia-68,Dia-67,Dia-66,Dia-65,Dia-64,Dia-63,Dia-62,Dia-61,Dia-60,Dia-59,Dia-58,Dia-57,Dia-56,Dia-55,Dia-54,Dia-53,Dia-52,Dia-51,Dia-50,Dia-49,Dia-48,Dia-47,Dia-46,Dia-45,Dia-44,Dia-43,Dia-42,Dia-41,Dia-40,Dia-39,Dia-38,Dia-37,Dia-36,Dia-35,Dia-34,Dia-33,Dia-32,Dia-31,Dia-30,Dia-29,Dia-28,Dia-27,Dia-26,Dia-25,Dia-24,Dia-23,Dia-22,Dia-21,Dia-20,Dia-19,Dia-18,Dia-17,Dia-16,Dia-15,Dia-14,Dia-13,Dia-12,Dia-11,Dia-10,Dia-9,Dia-8,Dia-7,Dia-6,Dia-5,Dia-4,Dia-3,Dia-2,Dia-1,Clase
,Senegal,144.974,-144.524,42747,42851,42904,42929,42957,43128,43268,43427,43627,43768,43959,44080,44436,44790,45266,45646,46175,46509,46863,47596,48270,49008,50374,52096,52671,53573,54297,54820,55861,56573,57263,57881,58523,59286,60170,61245,62290,63002,63520,64024,64522,65333,66250,66898,67579,68012,68348,68920,69576,70125,70413,70679,70854,71002,71266,71441,71628,71772,71927,72015,72086,72215,72315,72533,72618,72709,72753,72805,72920,72977,73047,73104,73188,73227,73257,73310,73353,73391,73440,73478,73500,73513,73539,73562,73588,73622,73645,73654,73668,73692,73706
,Serbia,440.165,210.059,716172,716238,716301,716385,716458,716562,716643,716717,716796,716873,716983,717093,717196,717293,717403,717480,717549,717667,717812,717937,718093,718299,718465,718590,718817,719006,719234,719462,719664,719913,720112,720353,720643,720975,721267,721620,721918,722221,722607,723031,723518,724097,724661,725245,725702,726454,727246,728167,729150,730222,731227,732044,733332,734816,736313,737969,739561,741071,742313,744150,746366,748693,751147,753581,755895,757617,759952,762933,766279,769803,773426,776923,779723,783826,788895,794528,800359,806448,811909,816912,823161,830884,838512,846114,853686,860431,865686,872110,879342,886543,893023
,Seychelles,-46.796,55.492,15111,15265,15427,15522,15579,15671,15751,15857,15986,16149,16259,16304,16411,16565,16679,16793,16899,16957,17005,17096,17171,17234,17305,17435,17500,17541,17686,17747,17878,17941,18056,18095,18128,18155,18220,18275,18328,18362,18411,18470,18546,18617,18617,18617,18617,18617,18668,18772,18954,18981,19082,19149,19199,19224,19272,19320,19476,19530,19586,19609,19680,19770,19806,19863,19910,19910,19992,20038,20128,20128,20230,20230,20230,20230,20281,20281,20593,20593,20593,20593,20593,20593,20593,20593,20593,20593,20593,20961,21077,21180,21180
,Sierra Leone,8.460.555,-11.779.889,5253,5306,5381,5443,5495,5575,5652,5702,5748,5793,5811,5836,5867,5887,5963,6003,6031,6046,6074,6100,6122,6142,6166,6186,6191,6198,6201,6206,6206,6218,6228,6228,6247,6250,6268,6279,6283,6283,6288,6292,6296,6303,6310,6313,6315,6315,6315,6324,6332,6333,6338,6342,6342,6343,6346,6347,6347,6347,6355,6355,6357,6358,6363,6363,6363,6363,6367,6367,6368,6369,6371,6372,6374,6374,6376,6376,6378,6379,6379,6385,6385,6386,6388,6388,6391,6392,6392,6392,6393,6393,6393
,Singapore,12.833,1.038.333,62513,62530,62544,62553,62563,62579,62589,62599,62606,62617,62630,62640,62652,62668,62678,62684,62692,62718,62744,62804,62852,62913,62981,63073,63245,63440,63621,63791,63924,64054,64179,64314,64453,64589,64722,64861,64981,65102,65213,65315,65410,65508,65605,65686,65764,65836,65836,65953,66012,66061,66119,66172,66225,66281,66334,66366,66406,66443,66478,66576,66692,66812,66928,66928,67171,67171,67459,67620,67800,67991,68210,68469,68660,68901,69233,69582,70039,70612,71167,71687,72294,73131,73938,74848,75783,76792,77804,77804,79899,81356,82860
,Slovakia,48.669,19.699,391490,391531,391551,391566,391609,391642,391659,391676,391696,391717,391720,391735,391780,391813,391852,391893,391918,391925,391953,391971,392000,392034,392034,392100,392104,392139,392185,392219,392259,392259,392348,392355,392406,392488,392537,392581,392647,392704,392710,392751,392845,392898,392898,393007,393040,393059,393160,393228,393302,393361,393455,393529,393536,393610,393722,393799,393883,393977,394082,394093,394204,394285,394446,394535,394657,394742,394791,394923,395122,395300,395532,395861,396080,396181,396487,396904,397382,397759,398278,398690,398744,399218,399978,400348,401250,402066,402808,402922,403802,404982,405931
,Slovenia,461.512,149.955,257210,257221,257240,257252,257287,257335,257358,257383,257413,257421,257429,257477,257550,257619,257703,257838,257863,257875,257959,257989,258045,258108,258169,258190,258199,258287,258397,258468,258525,258619,258651,258674,258780,258864,258963,259079,259215,259273,259304,259486,259625,259764,259909,260041,260109,260156,260372,260619,260867,261068,261333,261428,261484,261804,262189,262571,262904,263303,263547,263664,264141,264649,265159,265703,266241,266514,266657,267198,267962,268636,269248,269990,270307,270541,271418,272512,273529,274528,275615,276174,276457,277853,279217,280544,281687,282935,283479,283770,285079,286267,287278
,Solomon Islands,-96.457,1.601.562,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
,Somalia,5.152.149,46.199.616,14875,14892,14892,14933,14933,14946,14946,14946,14946,14977,14977,14995,14995,14995,14995,14995,15036,15060,15068,15076,15081,15081,15085,15123,15123,15162,15162,15162,15180,15203,15230,15251,15294,15323,15358,15358,15403,15456,15497,15594,15658,15735,15735,15788,15865,15929,16039,16103,16195,16195,16265,16319,16399,16399,16535,16535,16535,16535,16787,16892,16892,17016,17016,17016,17210,17302,17399,17466,17466,17630,17630,17726,17832,17947,17947,17947,18273,18273,18373,18373,18568,18568,18820,18820,18820,19004,19004,19235,19235,19235,19583
,South Africa,-305.595,229.375,1895905,1913861,1928897,1941119,1954466,1973972,1995556,2019826,2046311,2062896,2075409,2090909,2112336,2135246,2157687,2179297,2195599,2206781,2219316,2236805,2253240,2269179,2283880,2295095,2302304,2311232,2327472,2342330,2356049,2368105,2377823,2383490,2391223,2408525,2422151,2435036,2447454,2456184,2461758,2470746,2484009,2497655,2511178,2523488,2533466,2540222,2546762,2554240,2568511,2582427,2595447,2605586,2613569,2624254,2638981,2652652,2666964,2680225,2690973,2698605,2708951,2722202,2734973,2747018,2757191,2764931,2770575,2777659,2787203,2796405,2805604,2814014,2819945,2824063,2829834,2836773,2843042,2848925,2854234,2858195,2860835,2864534,2869201,2873415,2877063,2880349,2882630,2884134,2886331,2889298,2892081
,South Sudan,6.877,31.307,10812,10812,10812,10824,10834,10834,10846,10866,10866,10866,10879,10879,10886,10891,10891,10891,10891,10891,10911,10917,10917,10917,10917,10917,10917,10917,10917,10917,10917,10917,10917,11014,11014,11014,11014,11049,11049,11049,11063,11076,11081,11090,11100,11100,11100,11121,11139,11141,11143,11172,11172,11172,11195,11207,11223,11227,11243,11243,11310,11310,11314,11347,11365,11365,11403,11403,11427,11436,11446,11446,11473,11473,11500,11526,11534,11571,11589,11606,11610,11610,11623,11755,11767,11790,11800,11805,11814,11831,11831,11861,11899
,Spain,40.463.667,-374.922,3782463,3782463,3782463,3792642,3799733,3808960,3821305,3833868,3833868,3833868,3866475,3880612,3897996,3915313,3937192,3937192,3937192,3971124,4015084,4041474,4069162,4100222,4100222,4100222,4161850,4189136,4219723,4249258,4280429,4280429,4280429,4342054,4368453,4395602,4422291,4447044,4447044,4447044,4502983,4523310,4545184,4566571,4588132,4588132,4588132,4627770,4643450,4660473,4677883,4693540,4693540,4693540,4719266,4733602,4745558,4758003,4770453,4770453,4770453,4794352,4804424,4815205,4822320,4831809,4831809,4831809,4847298,4855065,4861883,4871444,4877755,4877755,4877755,4887112,4892640,4898258,4903021,4907461,4907461,4907461,4915265,4918526,4922249,4926324,4929546,4929546,4929546,4935534,4937984,4940824,4943855
,Sri Lanka,7.873.054,80.771.797,249926,251751,253618,255508,257225,259089,260972,262795,264057,265630,266499,267433,268676,269946,271483,273031,274538,276106,277519,279059,280543,282060,283512,284932,286419,287973,289577,291298,292608,294850,296516,298181,299892,301832,304202,306662,308812,311349,313769,316219,318775,321429,324223,326043,329994,332947,335851,342079,345118,348270,351533,354968,358608,365683,369359,373165,381812,385696,390000,394355,398801,407768,412370,416961,421557,426169,436081,440302,444130,447757,451401,451401,462767,465949,471863,474780,477636,480478,483280,485922,488482,490957,496423,498694,500772,502758,504491,506009,507330,508672,510040
,Sudan,128.628,302.176,36574,36574,36574,36620,36620,36658,36658,36658,36658,36658,36709,36799,36805,36805,36805,36805,36805,36805,36805,36805,36986,36986,36986,36986,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37138,37528,37528,37532,37543,37543,37543,37556,37556,37616,37616,37620,37620,37620,37639,37648,37662,37698,37699,37699,37699,37708,37709,37709,37711,37886,37886,37886,37873,37875,37877,37931,37931,37931,37931,37951,37951,37951,37995,37995,37995,37995,38041,38042,38050,38077
,Summer Olympics 2020,356.491,1.397.737,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,19,19,19,19,61,61,61,91,91,91,91,137,137,160,174,198,246,264,281,281,299,327,387,409,409,436,511,511,533,533,533,542,567,574,575,578,578,578,578,690,700,716,731,744,766,777,777,804,811,823,835,845,849,855,855,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
,Suriname,39.193,-560.278,20911,21060,21249,21360,21519,21732,21936,22063,22203,22380,22465,22581,22788,22997,23169,23293,23383,23463,23594,23716,23861,24055,24176,24272,24312,24435,24490,24573,24689,24797,24875,24903,25028,25118,25218,25287,25351,25402,25439,25549,25614,25716,25853,25917,26002,26046,26103,26222,26318,26433,26539,26593,26641,26802,26916,27070,27210,27371,27503,27574,27776,27998,28228,28462,28684,28840,28967,29293,29599,29921,30120,30535,30855,31012,31392,31894,32189,32764,33076,33573,33988,34637,35208,35817,36428,36746,36746,37590,38137,38769,39140
,Sweden,60.128.161,18.643.501,1088896,1088896,1088896,1088896,1089743,1089990,1090553,1090880,1090880,1090880,1090880,1091730,1092083,1092308,1092540,1092540,1092540,1092540,1093209,1093576,1093923,1094287,1094287,1094287,1094287,1095279,1095758,1096341,1096799,1096799,1096799,1096799,1098154,1098795,1099414,1100040,1100040,1100040,1100040,1101900,1102829,1103693,1104538,1104538,1104538,1104538,1106821,1108057,1109112,1110147,1110147,1110147,1110147,1112958,1114278,1115566,1116584,1116584,1116584,1116584,1119358,1120628,1122139,1123413,1123413,1123413,1123413,1126813,1127917,1129131,1130525,1130525,1130525,1130525,1133449,1135160,1136535,1138017,1138017,1138017,1138017,1141673,1142770,1143973,1144982,1144982,1144982,1144982,1146968,1147879,1148641
,Switzerland,468.182,82.275,702507,702507,702507,702746,702875,703004,703176,703334,703334,703334,703783,704057,704352,704620,704943,704943,704943,705765,706248,706775,707357,707357,707976,707976,709536,710243,711016,711877,712668,712668,712668,714414,715267,716038,716865,717665,717665,717665,719684,720743,721776,722801,723968,723968,723968,727113,729024,731148,733275,735375,735375,735375,740954,744106,747396,750186,752761,752761,752761,758984,761978,765190,768001,770765,770765,770765,776962,779666,782869,785696,785696,785696,785696,785696,798497,802048,805164,808058,808058,808058,814118,816110,818715,820982,823078,823078,823078,827111,828347,830251,831881
,Syria,34.802.075,38.996.815,25328,25365,25404,25442,25479,25515,25551,25586,25619,25653,25686,25712,25735,25753,25766,25766,25785,25795,25801,25806,25814,25821,25827,25834,25840,25845,25849,25853,25858,25865,25877,25892,25911,25930,25942,25954,25963,25983,26005,26026,26044,26059,26071,26081,26097,26116,26136,26165,26205,26247,26292,26342,26409,26479,26554,26634,26719,26799,26901,27003,27115,27221,27325,27436,27539,27654,27779,27915,28045,28174,28303,28423,28543,28678,28814,28952,29086,29221,29358,29498,29648,29805,29974,30153,30337,30519,30709,30913,31148,31426,31741
,Taiwan,23.7,121.0,14465,14545,14634,14694,14748,14804,14853,14911,14991,15030,15061,15088,15128,15149,15185,15218,15249,15273,15302,15328,15346,15378,15390,15408,15429,15453,15478,15511,15535,15558,15571,15582,15599,15619,15637,15662,15674,15688,15702,15721,15742,15753,15765,15775,15782,15790,15798,15814,15820,15836,15843,15852,15862,15880,15891,15897,15906,15916,15926,15932,15938,15939,15947,15954,15960,15983,15991,15995,16001,16006,16012,16013,16019,16035,16047,16056,16062,16069,16074,16088,16093,16098,16103,16115,16123,16129,16141,16147,16152,16159,16168
,Tajikistan,38.861,712.761,13798,13821,13845,13866,13884,13905,13929,13954,13975,14003,14029,14061,14096,14125,14159,14202,14240,14274,14319,14366,14408,14445,14486,14527,14579,14630,14693,14761,14845,14923,15004,15080,15164,15245,15329,15404,15482,15550,15619,15693,15764,15840,15913,15983,16051,16120,16192,16262,16330,16397,16461,16521,16575,16623,16675,16726,16774,16823,16868,16914,16962,17007,17053,17096,17138,17178,17217,17252,17252,17284,17313,17313,17313,17384,17405,17424,17442,17442,17442,17442,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484,17484
,Tanzania,-6.369.028,34.888.822,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367
,Thailand,15.870.032,100.992.541,236291,240452,244447,249853,254515,259301,264834,270921,277151,283067,289233,294653,301172,308230,317506,326832,336371,345027,353712,363029,372215,381907,391989,403386,415170,426475,439477,453132,467707,481967,497302,512678,526828,543361,561030,578375,597287,615314,633284,652185,672385,693305,714684,736522,756505,776108,795951,816989,839771,863189,885275,907157,928314,948442,968957,989859,1009710,1030281,1049295,1066786,1083951,1102368,1120869,1139571,1157555,1174091,1190063,1204729,1213954,1234487,1249140,1265082,1280534,1294522,1308343,1322519,1338550,1352953,1368144,1382173,1394756,1406542,1420343,1434237,1448792,1462901,1476477,1489186,1500105,1511357,1524613
,TimorLeste,-8.874.217,125.727.539,8912,8979,9035,9055,9118,9222,9278,9361,9425,9476,9512,9558,9594,9657,9710,9766,9823,9862,9906,9960,9997,10049,10100,10128,10142,10174,10205,10227,10281,10337,10348,10354,10387,10535,10695,10744,10898,10966,10982,11100,11145,11225,11386,11475,11529,11579,11717,11870,11870,12059,12272,12565,12682,12929,13155,13433,13700,13981,14216,14403,14935,15296,15603,15960,16236,16402,16515,16682,16941,17183,17379,17468,17618,17698,17888,18046,18211,18308,18382,18515,18597,18715,18786,18856,18943,18994,19033,19058,19125,19206,19264
,Togo,86.195,0.8248,13788,13788,13816,13846,13881,13917,13962,13999,14039,14069,14082,14105,14140,14176,14176,14232,14270,14278,14320,14377,14426,14511,14602,14649,14680,14769,14801,14801,14970,15072,15149,15176,15292,15393,15522,15624,15798,15870,15924,16053,16232,16232,16559,16728,16874,16946,17104,17239,17434,17581,17581,18000,18086,18359,18605,18605,19128,19128,19614,19702,19963,20244,20517,20698,20698,21181,21261,21261,21561,21785,21980,22234,22562,22625,22832,23018,23264,23450,23618,23618,23778,23947,24093,24093,24369,24519,24599,24655,24791,24902,24986
,Trinidad and Tobago,106.918,-612.225,31775,32069,32198,32343,32528,32793,33029,33153,33313,33428,33555,33805,33920,34241,34402,34577,34765,34822,35046,35236,35428,35679,35914,36017,36198,36354,36626,36884,37065,37365,37554,37663,37771,38014,38247,38557,38811,38930,39039,39162,39345,39577,39577,40104,40233,40361,40574,40889,41207,41528,41676,41866,41955,42233,42427,42582,42839,42962,43033,43145,43344,43538,43750,43999,44296,44481,44606,44847,44957,45061,45300,45487,45714,45824,46013,46283,46553,46735,46995,47130,47208,47363,47653,47925,48143,48400,48523,48523,48826,49111,49442
,Tunisia,33.886.917,9.537.499,398829,403493,407017,408931,414182,420103,426879,432761,438945,443631,447161,455091,464914,473229,481735,491021,497613,501923,510396,518609,526487,533274,540798,546233,548753,554911,555997,558306,558306,563930,569289,573394,575002,578962,582638,586146,589565,595532,596775,596775,602757,602757,605205,608114,610660,613628,613628,616764,618124,620212,622262,623940,625688,626750,632328,632328,635455,638072,640897,642788,644072,647483,651035,654798,658322,660587,662752,664034,666168,668051,670027,672236,674047,675191,675771,678363,680074,681664,683700,685019,685799,695406,696279,697421,698427,699224,699928,700400,700807,702503,703059
,Turkey,389.637,352.433,5398878,5404144,5409027,5414310,5420156,5425652,5430940,5435831,5440368,5444786,5449464,5454763,5459923,5465094,5470764,5476294,5481555,5486959,5493244,5500151,5507455,5514373,5522039,5522039,5537386,5546166,5554317,5563903,5574997,5587378,5601608,5618417,5638178,5660469,5682630,5704713,5727045,5747935,5770833,5795665,5822487,5846784,5870741,5895841,5895841,5942241,5968838,5996194,6018455,6039827,6059776,6078623,6096786,6118478,6138422,6157742,6177660,6197011,6215633,6234490,6253681,6273651,6293267,6311607,6329519,6346851,6366408,6388301,6412247,6435743,6458600,6478633,6498024,6518986,6542624,6566538,6590384,6613946,6636869,6658221,6682834,6710636,6738860,6766978,6794670,6820831,6847229,6874917,6904255,6932423,6960267
,US,40.0,-100.0,33670281,33678926,33683177,33697763,33704453,33720706,33735145,33764564,33769190,33772947,33781577,33804617,33827571,33846692,33894318,33902620,33913413,33947062,33973297,34006036,34036018,34113909,34125631,34144867,34195941,34237700,34288084,34342818,34463204,34488217,34512327,34599280,34667693,34736785,34816304,35005439,35037721,35079157,35199884,35302630,35399460,35510108,35765158,35813887,35840427,36021651,36142600,36298622,36440576,36670333,36719217,36760938,36980988,37133106,37291734,37448801,37694391,37760319,37796276,38034278,38190953,38360617,38545055,38788031,38848628,38890744,39150680,39321525,39523397,39699170,39933905,39998223,40038313,40113317,40389635,40571168,40730412,40957627,41021592,41057176,41317328,41461662,41627946,41785903,41993789,42050638,42088171,42289819,42410607,42543510,42672241
,Uganda,1.373.333,32.290.275,76562,77505,78394,79089,79434,79977,81034,82082,82852,83636,84116,84554,84979,85581,86140,86755,87277,87756,88194,88674,89080,89514,89974,90391,90656,90910,91162,91355,91710,92115,92490,92724,92795,93122,93282,93675,93927,94195,94425,94537,94739,94904,95226,95474,95723,95875,95955,96067,96224,96497,96678,96987,97124,97186,97294,97453,97453,97453,97453,118777,118900,119037,119141,119327,119544,119732,119825,119915,120075,120208,120377,120466,120581,120662,120714,120847,120990,121166,121296,121510,121587,121617,121687,121784,121984,122083,122212,122277,122405,122502,122591
,Ukraine,483.794,311.656,2295873,2296982,2297801,2298478,2299059,2300101,2301221,2302344,2303485,2304311,2305013,2306006,2307068,2308142,2309264,2310246,2311025,2311690,2312662,2313705,2314828,2316081,2317198,2318035,2318752,2319886,2321081,2322340,2323638,2324935,2325776,2326550,2327777,2329044,2330440,2331950,2333409,2334433,2335237,2336603,2338123,2339731,2341399,2343046,2344260,2345166,2346560,2348295,2350163,2352042,2354008,2355317,2356345,2357844,2359893,2362052,2364242,2366560,2368150,2369339,2370604,2371895,2374012,2376571,2379159,2381553,2382769,2384564,2387052,2389923,2393002,2395616,2397758,2398900,2401462,2404585,2408595,2412543,2416739,2419254,2420776,2424416,2429354,2435404,2442344,2448908,2453240,2455873,2461415,2468567,2476848
,United Arab Emirates,23.424.076,53.847.818,622532,624814,626936,628976,631160,632907,634582,636245,637877,639476,641049,642601,644114,645653,647182,648702,650220,651762,653284,654813,656354,657884,659449,660978,662486,664027,665533,667080,668601,670108,671636,673185,674724,676251,677801,679321,680858,682377,683914,685462,686981,688489,690009,691554,692964,694285,695619,696906,698166,699381,700587,701776,702885,704000,705089,706166,707236,708302,709378,710438,711428,712411,713402,714396,715394,716381,717374,718370,719355,720330,721308,722292,723263,724240,725192,726025,726797,727541,728266,728886,729518,730135,730743,731307,731828,732299,732690,733003,733325,733643,733972
Anguilla,United Kingdom,182.206,-630.686,109,109,109,109,109,109,109,109,111,111,111,111,111,111,111,111,111,111,111,111,111,112,112,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,127,127,127,127,137,137,137,154,154,166,166,166,166,174,194,194,194,201,217,217,217,256,256,279,279,296,296,305,305,312,312,312,318,318,318,325,331,331,331,331,340,350,350
Bermuda,United Kingdom,323.078,-647.505,2510,2510,2510,2510,2514,2514,2514,2514,2516,2516,2516,2521,2521,2521,2521,2521,2521,2521,2525,2525,2525,2530,2530,2530,2530,2530,2535,2535,2535,2538,2538,2538,2538,2553,2553,2553,2553,2568,2568,2589,2589,2589,2614,2614,2614,2614,2645,2645,2645,2663,2663,2663,2663,2663,2715,2715,2715,2750,2750,2750,2792,2792,2792,2844,2844,2844,2844,2923,2923,2923,3048,3048,3048,3048,3273,3273,3273,3465,3465,3465,3465,3877,3877,4027,4218,4218,4477,4632,4632,4800,4800
British Virgin Islands,United Kingdom,184.207,-64.64,298,298,298,298,298,298,313,392,392,456,456,456,456,456,821,821,821,1147,1147,1286,1602,1993,2024,2024,2024,2024,2210,2210,2210,2389,2389,2389,2389,2389,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2532,2532,2532,2532,2552,2552,2552,2552,2552,2561,2561,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2568,2640,2640,2640,2640,2640,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642
Cayman Islands,United Kingdom,193.133,-812.546,609,609,609,614,614,614,614,614,614,614,614,615,615,615,615,615,615,619,619,620,620,620,622,622,625,627,627,627,627,636,636,636,640,640,640,642,643,643,644,644,644,644,646,646,646,646,648,649,651,651,651,651,651,651,656,656,658,663,663,663,668,669,669,669,669,669,680,680,688,689,690,690,690,690,715,719,723,726,729,729,729,745,745,772,772,774,774,774,787,791,791
Channel Islands,United Kingdom,493.723,-23.644,4218,4219,4220,4293,4322,4383,4448,4515,4515,4521,4521,4798,4798,4901,5205,5205,5205,5662,5889,6101,6383,6595,6606,6606,7462,7766,7985,8240,8427,8433,8437,8792,8926,9036,9127,9208,9214,9216,9216,9443,9507,9555,9595,9599,9606,9687,9729,9758,9815,9879,9889,9903,10005,10005,10005,10153,10204,10204,10204,10327,10361,10398,10438,10486,10486,10486,10486,10608,10649,10689,10738,10738,10738,10875,10921,10945,10986,11029,11029,11029,11131,11168,11174,11223,11269,11269,11269,11335,11368,11393,11427
Falkland Islands (Malvinas),United Kingdom,-517.963,-595.236,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Gibraltar,United Kingdom,361.408,-53.536,4338,4339,4345,4346,4348,4348,4351,4357,4364,4366,4372,4379,4385,4392,4403,4413,4430,4437,4460,4486,4518,4555,4586,4595,4628,4671,4704,4728,4753,4780,4799,4822,4857,4892,4922,4947,4965,4980,5000,5031,5056,5089,5101,5116,5127,5136,5154,5171,5187,5196,5205,5212,5220,5235,5248,5261,5269,5278,5287,5290,5299,5308,5314,5323,5332,5338,5342,5354,5367,5371,5376,5386,5388,5392,5399,5402,5409,5414,5419,5431,5436,5445,5449,5463,5469,5476,5477,5479,5483,5490,5497
Isle of Man,United Kingdom,542.361,-45.481,1604,1605,1608,1608,1611,1613,1620,1625,1632,1638,1638,1643,1650,1659,1659,1684,1691,1709,1739,1791,1907,1935,2074,2307,2545,2756,2990,3424,3649,3763,4023,4189,4189,4333,4333,4333,4333,4333,4912,5022,5145,5235,5337,5427,5502,5587,5658,5717,5787,5857,5915,5951,6013,6070,6112,6167,6232,6274,6312,6366,6419,6432,6508,6554,6587,6629,6653,6676,6694,6741,6779,6809,6832,6849,6883,6923,6952,6980,6998,7008,7028,7050,7068,7094,7113,7141,7166,7184,7218,7265,7300
Montserrat,United Kingdom,16.742.498,-62.187.366,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,23,23,23,23,23,25,25,25,25,25,25,26,26,26,26,29,29,29,29,29,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,33,33,33,33,33
Saint Helena Ascension and Tristan da Cunha,United Kingdom,-79.467,-143.559,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Turks and Caicos Islands,United Kingdom,21.694,-717.979,2424,2424,2424,2424,2424,2425,2425,2425,2425,2425,2425,2425,2425,2425,2430,2430,2436,2436,2436,2440,2444,2446,2446,2453,2455,2458,2458,2459,2461,2462,2464,2466,2466,2473,2479,2481,2484,2486,2486,2486,2486,2499,2509,2514,2523,2523,2531,2546,2546,2562,2568,2568,2568,2568,2568,2588,2601,2601,2612,2613,2613,2616,2628,2637,2650,2650,2650,2650,2653,2674,2674,2692,2697,2697,2716,2727,2736,2736,2753,2758,2758,2774,2774,2794,2799,2800,2805,2805,2805,2813,2820
,United Kingdom,553.781,-3.436,4699868,4717811,4732434,4755078,4775301,4800907,4828463,4855169,4879616,4903434,4930534,4958868,4990916,5022893,5058093,5089893,5121245,5155243,5191459,5233207,5281098,5332371,5386340,5433939,5473477,5519602,5563006,5602321,5637975,5669260,5697912,5722298,5745526,5770928,5801561,5830774,5856528,5880667,5902354,5923820,5952756,5982581,6014023,6042252,6069362,6094243,6117540,6146800,6179506,6211868,6241011,6267437,6295613,6322241,6355887,6392160,6429147,6460930,6492906,6524581,6555200,6590747,6628709,6666399,6698486,6731423,6757650,6789581,6825074,6862904,6904969,6941611,6978126,7018927,7056106,7094592,7132072,7168806,7197662,7226276,7256559,7282810,7312683,7339009,7371301,7400739,7429746,7465448,7496543,7530103,7565867
,Uruguay,-325.228,-557.658,363580,364859,365866,366915,368178,369350,370600,371417,372178,372709,373286,374019,374665,375298,375902,376281,376579,376876,377297,377704,378041,378480,378733,378875,379072,379376,379613,379911,380151,380311,380431,380584,380793,380976,381187,381364,381517,381569,381715,381853,381994,382155,382295,382360,382506,382607,382721,382873,382997,383101,383212,383292,383387,383505,383645,383758,383903,384026,384094,384181,384287,384392,384458,384531,384622,384692,384778,384934,385078,385264,385423,385557,385660,385780,385926,386082,386258,386410,386562,386701,386873,387028,387156,387299,387449,387555,387627,387744,387922,388068,388191
,Uzbekistan,41.377.491,64.585.262,108184,108730,109223,109692,110190,110677,111153,111648,112130,112597,113072,113568,114039,114529,115011,115478,115963,116421,116918,117409,117902,118380,118881,119388,119973,120631,121329,122048,122786,123559,124290,124995,125784,126627,127506,128403,129327,130216,131079,131978,132901,133852,134826,135738,136635,137491,138382,139285,140210,141158,142124,143041,143918,144764,145615,146459,147322,148203,149058,149876,150683,151517,152363,153204,154033,154844,155639,156394,157136,157872,158561,159209,159871,160511,161108,161768,162421,163108,163770,164364,164890,165421,166025,166644,167268,167858,168437,168938,169467,169989,170520
