Province/State,Country/Region,Lat,Long,Dia-610,Dia-609,Dia-608,Dia-607,Dia-606,Dia-605,Dia-604,Dia-603,Dia-602,Dia-601,Dia-600,Dia-599,Dia-598,Dia-597,Dia-596,Dia-595,Dia-594,Dia-593,Dia-592,Dia-591,Dia-590,Dia-589,Dia-588,Dia-587,Dia-586,Dia-585,Dia-584,Dia-583,Dia-582,Dia-581,Dia-580,Dia-579,Dia-578,Dia-577,Dia-576,Dia-575,Dia-574,Dia-573,Dia-572,Dia-571,Dia-570,Dia-569,Dia-568,Dia-567,Dia-566,Dia-565,Dia-564,Dia-563,Dia-562,Dia-561,Dia-560,Dia-559,Dia-558,Dia-557,Dia-556,Dia-555,Dia-554,Dia-553,Dia-552,Dia-551,Dia-550,Dia-549,Dia-548,Dia-547,Dia-546,Dia-545,Dia-544,Dia-543,Dia-542,Dia-541,Dia-540,Dia-539,Dia-538,Dia-537,Dia-536,Dia-535,Dia-534,Dia-533,Dia-532,Dia-531,Dia-530,Dia-529,Dia-528,Dia-527,Dia-526,Dia-525,Dia-524,Dia-523,Dia-522,Dia-521,Dia-520,Dia-519,Dia-518,Dia-517,Dia-516,Dia-515,Dia-514,Dia-513,Dia-512,Dia-511,Dia-510,Dia-509,Dia-508,Dia-507,Dia-506,Dia-505,Dia-504,Dia-503,Dia-502,Dia-501,Dia-500,Dia-499,Dia-498,Dia-497,Dia-496,Dia-495,Dia-494,Dia-493,Dia-492,Dia-491,Dia-490,Dia-489,Dia-488,Dia-487,Dia-486,Dia-485,Dia-484,Dia-483,Dia-482,Dia-481,Dia-480,Dia-479,Dia-478,Dia-477,Dia-476,Dia-475,Dia-474,Dia-473,Dia-472,Dia-471,Dia-470,Dia-469,Dia-468,Dia-467,Dia-466,Dia-465,Dia-464,Dia-463,Dia-462,Dia-461,Dia-460,Dia-459,Dia-458,Dia-457,Dia-456,Dia-455,Dia-454,Dia-453,Dia-452,Dia-451,Dia-450,Dia-449,Dia-448,Dia-447,Dia-446,Dia-445,Dia-444,Dia-443,Dia-442,Dia-441,Dia-440,Dia-439,Dia-438,Dia-437,Dia-436,Dia-435,Dia-434,Dia-433,Dia-432,Dia-431,Dia-430,Dia-429,Dia-428,Dia-427,Dia-426,Dia-425,Dia-424,Dia-423,Dia-422,Dia-421,Dia-420,Dia-419,Dia-418,Dia-417,Dia-416,Dia-415,Dia-414,Dia-413,Dia-412,Dia-411,Dia-410,Dia-409,Dia-408,Dia-407,Dia-406,Dia-405,Dia-404,Dia-403,Dia-402,Dia-401,Dia-400,Dia-399,Dia-398,Dia-397,Dia-396,Dia-395,Dia-394,Dia-393,Dia-392,Dia-391,Dia-390,Dia-389,Dia-388,Dia-387,Dia-386,Dia-385,Dia-384,Dia-383,Dia-382,Dia-381,Dia-380,Dia-379,Dia-378,Dia-377,Dia-376,Dia-375,Dia-374,Dia-373,Dia-372,Dia-371,Dia-370,Dia-369,Dia-368,Dia-367,Dia-366,Dia-365,Dia-364,Dia-363,Dia-362,Dia-361,Dia-360,Dia-359,Dia-358,Dia-357,Dia-356,Dia-355,Dia-354,Dia-353,Dia-352,Dia-351,Dia-350,Dia-349,Dia-348,Dia-347,Dia-346,Dia-345,Dia-344,Dia-343,Dia-342,Dia-341,Dia-340,Dia-339,Dia-338,Dia-337,Dia-336,Dia-335,Dia-334,Dia-333,Dia-332,Dia-331,Dia-330,Dia-329,Dia-328,Dia-327,Dia-326,Dia-325,Dia-324,Dia-323,Dia-322,Dia-321,Dia-320,Dia-319,Dia-318,Dia-317,Dia-316,Dia-315,Dia-314,Dia-313,Dia-312,Dia-311,Dia-310,Dia-309,Dia-308,Dia-307,Dia-306,Dia-305,Dia-304,Dia-303,Dia-302,Dia-301,Dia-300,Dia-299,Dia-298,Dia-297,Dia-296,Dia-295,Dia-294,Dia-293,Dia-292,Dia-291,Dia-290,Dia-289,Dia-288,Dia-287,Dia-286,Dia-285,Dia-284,Dia-283,Dia-282,Dia-281,Dia-280,Dia-279,Dia-278,Dia-277,Dia-276,Dia-275,Dia-274,Dia-273,Dia-272,Dia-271,Dia-270,Dia-269,Dia-268,Dia-267,Dia-266,Dia-265,Dia-264,Dia-263,Dia-262,Dia-261,Dia-260,Dia-259,Dia-258,Dia-257,Dia-256,Dia-255,Dia-254,Dia-253,Dia-252,Dia-251,Dia-250,Dia-249,Dia-248,Dia-247,Dia-246,Dia-245,Dia-244,Dia-243,Dia-242,Dia-241,Dia-240,Dia-239,Dia-238,Dia-237,Dia-236,Dia-235,Dia-234,Dia-233,Dia-232,Dia-231,Dia-230,Dia-229,Dia-228,Dia-227,Dia-226,Dia-225,Dia-224,Dia-223,Dia-222,Dia-221,Dia-220,Dia-219,Dia-218,Dia-217,Dia-216,Dia-215,Dia-214,Dia-213,Dia-212,Dia-211,Dia-210,Dia-209,Dia-208,Dia-207,Dia-206,Dia-205,Dia-204,Dia-203,Dia-202,Dia-201,Dia-200,Dia-199,Dia-198,Dia-197,Dia-196,Dia-195,Dia-194,Dia-193,Dia-192,Dia-191,Dia-190,Dia-189,Dia-188,Dia-187,Dia-186,Dia-185,Dia-184,Dia-183,Dia-182,Dia-181,Dia-180,Dia-179,Dia-178,Dia-177,Dia-176,Dia-175,Dia-174,Dia-173,Dia-172,Dia-171,Dia-170,Dia-169,Dia-168,Dia-167,Dia-166,Dia-165,Dia-164,Dia-163,Dia-162,Dia-161,Dia-160,Dia-159,Dia-158,Dia-157,Dia-156,Dia-155,Dia-154,Dia-153,Dia-152,Dia-151,Dia-150,Dia-149,Dia-148,Dia-147,Dia-146,Dia-145,Dia-144,Dia-143,Dia-142,Dia-141,Dia-140,Dia-139,Dia-138,Dia-137,Dia-136,Dia-135,Dia-134,Dia-133,Dia-132,Dia-131,Dia-130,Dia-129,Dia-128,Dia-127,Dia-126,Dia-125,Dia-124,Dia-123,Dia-122,Dia-121,Dia-120,Dia-119,Dia-118,Dia-117,Dia-116,Dia-115,Dia-114,Dia-113,Dia-112,Dia-111,Dia-110,Dia-109,Dia-108,Dia-107,Dia-106,Dia-105,Dia-104,Dia-103,Dia-102,Dia-101,Dia-100,Dia-99,Dia-98,Dia-97,Dia-96,Dia-95,Dia-94,Dia-93,Dia-92,Dia-91,Dia-90,Dia-89,Dia-88,Dia-87,Dia-86,Dia-85,Dia-84,Dia-83,Dia-82,Dia-81,Dia-80,Dia-79,Dia-78,Dia-77,Dia-76,Dia-75,Dia-74,Dia-73,Dia-72,Dia-71,Dia-70,Dia-69,Dia-68,Dia-67,Dia-66,Dia-65,Dia-64,Dia-63,Dia-62,Dia-61,Dia-60,Dia-59,Dia-58,Dia-57,Dia-56,Dia-55,Dia-54,Dia-53,Dia-52,Dia-51,Dia-50,Dia-49,Dia-48,Dia-47,Dia-46,Dia-45,Dia-44,Dia-43,Dia-42,Dia-41,Dia-40,Dia-39,Dia-38,Dia-37,Dia-36,Dia-35,Dia-34,Dia-33,Dia-32,Dia-31,Dia-30,Dia-29,Dia-28,Dia-27,Dia-26,Dia-25,Dia-24,Dia-23,Dia-22,Dia-21,Dia-20,Dia-19,Dia-18,Dia-17,Dia-16,Dia-15,Dia-14,Dia-13,Dia-12,Dia-11,Dia-10,Dia-9,Dia-8,Dia-7,Dia-6,Dia-5,Dia-4,Dia-3,Dia-2,Dia-1,Clase
,Colombia,45.709,-742.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,9,9,13,22,34,57,75,102,108,158,196,231,277,378,470,491,539,608,702,798,906,1065,1161,1267,1406,1485,1579,1780,2054,2223,2473,2709,2776,2852,2979,3105,3233,3439,3621,3792,3977,4149,4356,4561,4881,5142,5379,5597,5949,6207,6507,7006,7285,7668,7973,8613,8959,9456,10051,10495,11063,11613,12272,12930,13610,14216,14939,15574,16295,16935,17687,18330,19131,20177,21175,21981,23003,24104,25366,26688,28236,29383,30493,31833,33354,35120,36635,38027,39236,40719,42078,43682,45212,46858,48746,50939,53063,54931,57046,60217,63276,65633,68652,71183,73572,77113,80599,84442,88591,91769,95043,97846,102009,106110,109505,113389,117110,120281,124494,128638,133973,140776,145632,150445,154277,159898,165169,173206,182140,190700,197278,204005,211038,218428,226373,233541,240795,248976,257101,267385,276055,286020,295508,306181,317651,327850,334979,345714,357710,367204,376870,387481,397623,410453,422519,433805,445111,456689,468332,476660,489122,502178,513719,522138,533103,541139,551688,562113,572243,581995,590492,599884,607904,615094,624026,633321,641574,650063,658456,666521,671848,679513,686851,694664,702088,708964,716319,721892,728590,736377,743945,750471,758398,765076,770435,777537,784268,790823,798317,806038,813056,818203,824042,829679,835339,841532,848147,855052,862158,869808,877684,886179,894300,902747,911316,919084,924098,930159,936982,945354,952371,959572,965883,974139,981700,990373,998942,1007711,1015885,1025052,1033218,1041935,1053122,1063151,1074184,1083321,1093256,1099392,1108086,1117977,1127733,1136447,1143887,1149064,1155356,1165326,1174012,1182697,1191634,1198746,1205217,1211128,1218003,1225490,1233444,1240493,1248417,1254979,1262494,1270991,1280487,1290510,1299613,1308376,1316806,1324792,1334089,1343322,1352607,1362249,1371103,1377100,1384610,1392133,1399911,1408909,1417072,1425774,1434516,1444646,1456599,1468795,1482072,1496062,1507222,1518067,1530593,1544826,1559766,1574707,1584903,1594497,1603807,1614822,1626461,1642775,1654880,1666408,1675820,1686131,1702966,1719771,1737347,1755568,1771363,1786900,1801903,1816082,1831980,1849101,1870179,1891034,1908413,1923132,1939071,1956979,1972345,1987418,2002969,2015485,2027746,2041352,2055305,2067575,2077633,2086806,2094884,2104506,2114597,2125622,2135412,2142660,2151207,2157216,2161462,2166904,2173347,2179641,2185169,2190116,2195039,2198549,2202598,2207701,2212525,2217001,2222018,2226262,2229663,2233589,2237542,2241225,2244792,2248135,2251690,2255260,2259599,2262646,2266211,2269582,2273245,2276656,2278861,2282372,2285960,2290539,2294617,2299082,2303144,2305884,2309600,2314154,2319293,2324426,2331187,2337230,2342278,2347224,2353210,2359942,2367337,2375591,2382730,2389779,2397731,2406377,2417826,2428048,2437197,2446219,2456409,2468236,2479617,2492081,2504206,2518715,2536198,2552937,2569314,2585801,2602719,2619422,2636076,2652947,2667136,2684101,2701313,2720619,2740544,2757274,2774464,2787303,2804881,2824626,2841934,2859724,2877746,2893655,2905254,2919805,2934611,2951101,2968626,2985536,3002758,3015301,3031726,3048719,3067879,3084460,3103333,3118426,3131410,3144547,3161126,3177212,3192050,3210787,3232456,3249433,3270614,3294101,3319193,3342567,3363061,3383279,3406456,3432422,3459422,3488046,3518046,3547017,3571067,3593016,3611602,3633481,3665137,3694707,3724705,3753224,3777600,3802052,3829879,3859824,3888614,3917348,3945166,3968405,3997021,4027016,4060013,4092746,4126340,4158716,4187194,4213074,4240982,4269297,4297302,4324230,4350495,4375861,4402582,4426811,4450086,4471622,4492537,4511960,4530610,4548142,4565372,4583442,4601335,4621260,4639466,4655921,4668750,4679994,4692570,4705734,4716798,4727846,4736349,4747775,4757139,4766829,4776291,4785320,4794414,4801050,4807979,4815063,4821603,4828583,4834634,4838984,4843007,4846955,4852323,4856595,4860622,4864629,4867761,4870922,4874169,4877323,4880516,4883932,4886897,4889537,4892235,4894702,4897150,4899085,4901163,4903304,4905258,4907264,4909086,4911082,4913031,4914881,4916980,4918649,4919773,4921410,4923197,4925000,4926772,4928578,4930249,4931563,4932998,4934568,4936052,4937596,4939251,4941064,4942249,4943622,4945203,4946811
,Colombia,4.5709,-74.2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,6,6,6,10,12,16,17,19,25,32,35,46,50,54,69,80,100,109,112,127,131,144,153,166,179,189,196,206,215,225,233,244,253,269,278,293,314,324,340,358,378,397,407,428,445,463,479,493,509,525,546,562,574,592,613,630,652,682,705,727,750,776,803,822,853,890,939,969,1009,1045,1087,1145,1205,1259,1308,1372,1433,1488,1545,1592,1667,1726,1801,1864,1950,2045,2126,2237,2310,2404,2491,2654,2811,2939,3178,3274,3334,3470,3641,3777,3942,4064,4210,4359,4527,4714,4925,5119,5307,5455,5625,5814,6029,6288,6516,6736,6929,7166,7373,7688,7975,8269,8525,8777,9074,9454,9810,10105,10330,10650,11017,11315,11624,11939,12250,12540,12842,13154,13475,13837,14145,14492,14810,15097,15372,15619,15979,16183,16568,16968,17316,17612,17889,18184,18467,18766,19063,19363,19662,20050,20345,20618,20888,21156,21412,21615,21817,22053,22275,22518,22734,22924,23123,23288,23478,23665,23665,24039,24208,24397,24397,24746,24746,25103,25296,25488,25641,25828,25998,26196,26397,26556,26712,26844,27017,27180,27180,27495,27660,27834,27985,28141,28306,28457,28616,28803,28970,29102,29272,29464,29637,29802,30000,30154,30348,30565,30753,30926,31135,31314,31515,31653,31847,32013,32209,32405,32595,32791,32974,33128,33312,33491,33669,33829,34031,34223,34381,34563,34761,34929,35104,35287,35479,35677,35860,36019,36214,36401,36584,36766,36934,37117,37305,37467,37633,37808,37995,38158,38308,38484,38669,38866,39053,39195,39356,39560,39787,40019,40268,40475,40680,40931,41174,41454,41690,41943,42171,42374,42620,42909,43213,43495,43765,43965,44187,44428,44723,45067,45431,45784,46114,46451,46782,47124,47491,47868,48256,48631,49004,49402,49792,50187,50586,50982,51374,51747,52128,52523,52913,53284,53650,53983,54272,54576,54877,55131,55403,55693,55993,56290,56507,56733,56983,57196,57425,57605,57786,57949,58134,58334,58511,58685,58834,58974,59118,59260,59396,59518,59660,59766,59866,59972,60082,60189,60300,60412,60503,60598,60676,60773,60858,60950,61046,61143,61243,61368,61498,61636,61771,61907,62028,62148,62274,62394,62519,62645,62790,62955,63079,63255,63422,63614,63777,63932,64094,64293,64524,64767,65014,65283,65608,65889,66156,66482,66819,67199,67564,67931,68328,68748,69177,69596,70026,70446,70886,71351,71799,72235,72725,73230,73720,73992,74477,75164,75627,76015,76414,76867,77359,77854,78342,78771,79261,79760,80250,80780,81300,81809,82291,82743,83233,83719,84228,84724,85207,85666,86180,86693,87207,87747,88282,88774,89297,89808,90353,90890,91422,91961,92496,92923,93394,94046,94615,95192,95778,96366,96965,97560,98156,98746,99335,99934,100582,101302,101947,102636,103321,104014,104678,105326,105934,106544,107137,107723,108314,108896,109466,110019,110578,111155,111731,112298,112826,113335,113839,114337,114833,115333,115831,116307,116753,117131,117482,117836,118188,118538,118868,119182,119482,119801,120126,120432,120723,120998,121216,121216,121695,121899,122087,122277,122458,122601,122768,122953,123097,123221,123356,123459,123580,123688,123781,123901,124023,124121,124216,124315,124388,124474,124567,124648,124743,124811,124883,124945,125016,125097,125158,125230,125278,125331,125378,125427,125480,125529,125592,125647,125687,125713,125753,125782,125826,125860,125895,125924,125962,126006,126032
